Time,Distance,IDC,UDC
s,m,A,V
0,NaN,0.5286435,0.670801999992767
0.082,NaN,1.537872,0.670802000025233
0.164999999985099,NaN,0.901669,0.670801999971485
0.247999999985099,NaN,1.0824605,0.728299314332206
0.330999999985099,NaN,0.828437,0.44086862104816
0.413999999985099,NaN,1.0092285,0.34474513118881
0.496899999991059,NaN,1.537872,0.440557068710884
0.579899999991059,NaN,1.5126985,0.728157053985246
0.663,NaN,1.487525,0.670939326319408
0.745899999991059,NaN,1.2609635,0.670759638633584
0.828899999991059,NaN,0.828437,0.728544322260853
0.91079999999702,NaN,0.073232,0.441125704732031
0.99279999999702,0,0.805552,0.345208414012746
1.07579999999702,0,1.212905,0.44074864572299
1.15879999998212,0,0.984055,0.728331174368344
1.242,0,1.286137,0.670847135155727
1.32479999999702,0,0.73232,0.670834856151941
1.40779999999702,0,1.2609635,0.67079005071956
1.49069999998808,0,1.286137,0.670796355633944
1.57379999999702,0,0.375314,0.670798015725057
1.65679999999702,0,0.9131115,0.728300310417095
1.73969999998808,0,0.302082,0.44081274295851
1.82279999999702,0,1.670605,0.344983885748984
1.90569999998808,0,0.324967,0.440762124754744
1.98870000000298,10.2308293719023,1.0092285,0.785999100705756
2.07170000000298,10.2308293719023,1.5126985,0.441099578431982
2.15470000000298,10.2308293719023,1.2609635,0.345186357858336
2.23770000000298,10.2308293719023,0.828437,0.498259439186677
2.31969999998808,10.2308293719023,1.212905,0.498310057273274
2.40269999998808,10.2308293719023,0.1807915,0.344983885724273
2.48569999998808,10.2308293719023,1.5126985,0.440812742748523
2.56859999999404,10.2308293719023,1.23579,0.728299314231881
2.65159999999404,10.2308293719023,0.5286435,0.67080200002159
2.73459999999404,10.2308293719023,0.805552,0.670801999999032
2.81759999999404,10.2308293719023,0.5286435,0.67080199999041
2.90059999999404,10.2308293719023,0.398199,0.728243532652323
2.98359999999404,20.5689109856242,0.302082,0.498588891669114
3.0665,20.5689109856242,0.755205,0.115128414325229
3.1495,20.5689109856242,1.286137,0.114739991854154
